antecedent,consequent,confidence,lift,support
['furniture_bedroom'],['furniture_decor'],0.3333333333333333,1.192118226600985,0.0013774104683195593
['furniture_bedroom'],['bed_bath_table'],0.3333333333333333,1.2222222222222223,0.0013774104683195593
['furniture_bedroom'],['baby'],0.3333333333333333,2.6021505376344085,0.0013774104683195593
['housewares'],['baby'],0.049019607843137254,0.38266919671094246,0.006887052341597796
['housewares'],['health_beauty'],0.00980392156862745,0.10168067226890756,0.0013774104683195593
['housewares'],['cool_stuff'],0.00980392156862745,0.10950226244343891,0.0013774104683195593
['housewares'],['home_confort'],0.00980392156862745,0.14235294117647057,0.0013774104683195593
['housewares'],['watches_gifts'],0.0196078431372549,0.3558823529411765,0.0027548209366391185
['housewares'],['stationery'],0.0392156862745098,0.9184060721062618,0.005509641873278237
['housewares'],['perfumery'],0.00980392156862745,0.27375565610859726,0.0013774104683195593
['housewares'],['electronics'],0.00980392156862745,0.309462915601023,0.0013774104683195593
['housewares'],['construction_tools_construction'],0.00980392156862745,0.4186851211072664,0.0013774104683195593
['housewares'],['market_place'],0.0196078431372549,1.1862745098039216,0.0027548209366391185
['housewares'],['drinks'],0.0196078431372549,1.7794117647058822,0.0027548209366391185
['housewares'],['small_appliances'],0.00980392156862745,1.1862745098039216,0.0013774104683195593
['housewares'],['industry_commerce_and_business'],0.00980392156862745,1.7794117647058822,0.0013774104683195593
['housewares'],['furniture_decor'],0.23529411764705882,0.841495218777166,0.03305785123966942
['housewares'],['bed_bath_table'],0.19607843137254902,0.7189542483660131,0.027548209366391185
['housewares'],['garden_tools'],0.10784313725490197,1.072522159548751,0.015151515151515152
['housewares'],['sports_leisure'],0.10784313725490197,1.1685689201053555,0.015151515151515152
['housewares'],['computers_accessories'],0.0392156862745098,0.5582468281430218,0.005509641873278237
['housewares'],['auto'],0.0196078431372549,0.40672268907563025,0.0027548209366391185
['housewares'],['home_construction'],0.0196078431372549,0.5475113122171945,0.0027548209366391185
['housewares'],['consoles_games'],0.00980392156862745,0.8897058823529411,0.0013774104683195593
['housewares'],['kitchen_dining_laundry_garden_furniture'],0.0196078431372549,2.372549019607843,0.0027548209366391185
['housewares'],['books_general_interest'],0.00980392156862745,1.423529411764706,0.0013774104683195593
['housewares'],['food_drink'],0.0196078431372549,3.5588235294117645,0.0027548209366391185
['housewares'],['dvds_blu_ray'],0.00980392156862745,3.5588235294117645,0.0013774104683195593
['furniture_living_room'],['office_furniture'],0.2,9.68,0.004132231404958678
['furniture_living_room'],['furniture_decor'],0.4666666666666667,1.6689655172413793,0.009641873278236915
['furniture_living_room'],['bed_bath_table'],0.13333333333333333,0.48888888888888893,0.0027548209366391185
['furniture_living_room'],['baby'],0.06666666666666667,0.5204301075268818,0.0013774104683195593
['furniture_living_room'],['garden_tools'],0.06666666666666667,0.6630136986301369,0.0013774104683195593
['furniture_living_room'],['toys'],0.06666666666666667,0.968,0.0013774104683195593
"['garden_tools', 'furniture_decor']",['home_construction'],0.058823529411764705,1.6425339366515836,0.0013774104683195593
['home_construction'],['electronics'],0.038461538461538464,1.214046822742475,0.0013774104683195593
['home_construction'],['furniture_decor'],0.5,1.788177339901478,0.01790633608815427
['home_construction'],['housewares'],0.07692307692307693,0.5475113122171946,0.0027548209366391185
['home_construction'],['garden_tools'],0.2692307692307692,2.6775553213909378,0.009641873278236915
['home_construction'],['cool_stuff'],0.038461538461538464,0.42958579881656805,0.0013774104683195593
['home_construction'],['computers_accessories'],0.038461538461538464,0.5475113122171946,0.0013774104683195593
['home_construction'],['construction_tools_lights'],0.038461538461538464,1.5512820512820513,0.0013774104683195593
['home_construction'],['costruction_tools_garden'],0.038461538461538464,3.1025641025641026,0.0013774104683195593
['home_construction'],['construction_tools_safety'],0.07692307692307693,7.978021978021978,0.0027548209366391185
"['construction_tools_lights', 'bed_bath_table']",['garden_tools'],1.0,9.945205479452055,0.0013774104683195593
"['cine_photo', 'cool_stuff']",['telephony'],1.0,26.88888888888889,0.0013774104683195593
['baby'],['furniture_decor'],0.12903225806451613,0.4614651199745749,0.01652892561983471
['baby'],['bed_bath_table'],0.1827956989247312,0.6702508960573478,0.023415977961432508
['baby'],['housewares'],0.053763440860215055,0.38266919671094246,0.006887052341597796
['baby'],['health_beauty'],0.010752688172043012,0.11152073732718895,0.0013774104683195593
['baby'],['cool_stuff'],0.21505376344086022,2.401985111662531,0.027548209366391185
['baby'],['watches_gifts'],0.010752688172043012,0.19516129032258064,0.0013774104683195593
['baby'],['la_cuisine'],0.010752688172043012,3.903225806451613,0.0013774104683195593
['baby'],['fashion_shoes'],0.021505376344086023,7.806451612903226,0.0027548209366391185
['baby'],['garden_tools'],0.043010752688172046,0.4277507733097658,0.005509641873278237
['baby'],['sports_leisure'],0.010752688172043012,0.11651420317766009,0.0013774104683195593
['baby'],['toys'],0.20430107526881722,2.966451612903226,0.026170798898071626
['baby'],['auto'],0.021505376344086023,0.4460829493087558,0.0027548209366391185
['baby'],['construction_tools_lights'],0.010752688172043012,0.4336917562724015,0.0013774104683195593
['baby'],['furniture_living_room'],0.010752688172043012,0.5204301075268818,0.0013774104683195593
['baby'],['luggage_accessories'],0.010752688172043012,0.5204301075268818,0.0013774104683195593
['baby'],['fashion_bags_accessories'],0.03225806451612903,2.129032258064516,0.004132231404958678
['baby'],['construction_tools_safety'],0.010752688172043012,1.1152073732718895,0.0013774104683195593
['baby'],['books_general_interest'],0.010752688172043012,1.5612903225806452,0.0013774104683195593
['baby'],['furniture_bedroom'],0.010752688172043012,2.602150537634409,0.0013774104683195593
['baby'],['signaling_and_security'],0.010752688172043012,7.806451612903226,0.0013774104683195593
"['home_construction', 'cool_stuff']",['computers_accessories'],1.0,14.235294117647058,0.0013774104683195593
['music'],['books_technical'],0.5,90.75,0.0013774104683195593
['music'],['perfumery'],0.5,13.961538461538462,0.0013774104683195593
"['cine_photo', 'telephony']",['cool_stuff'],1.0,11.169230769230769,0.0013774104683195593
"['baby', 'bed_bath_table']",['furniture_decor'],0.058823529411764705,0.2103738046942915,0.0013774104683195593
"['baby', 'bed_bath_table']",['cool_stuff'],0.058823529411764705,0.6570135746606335,0.0013774104683195593
['construction_tools_lights'],['furniture_decor'],0.6111111111111112,2.1855500821018063,0.015151515151515152
['construction_tools_lights'],['home_construction'],0.05555555555555555,1.551282051282051,0.0013774104683195593
['construction_tools_lights'],['bed_bath_table'],0.05555555555555555,0.20370370370370372,0.0013774104683195593
['construction_tools_lights'],['baby'],0.05555555555555555,0.4336917562724014,0.0013774104683195593
['construction_tools_lights'],['garden_tools'],0.05555555555555555,0.5525114155251141,0.0013774104683195593
['construction_tools_lights'],['sports_leisure'],0.16666666666666666,1.8059701492537312,0.004132231404958678
['construction_tools_lights'],['costruction_tools_garden'],0.05555555555555555,4.481481481481481,0.0013774104683195593
"['sports_leisure', 'health_beauty']",['computers_accessories'],0.07142857142857142,1.0168067226890756,0.0013774104683195593
"['watches_gifts', 'housewares']",['furniture_decor'],0.5,1.788177339901478,0.0013774104683195593
['tablets_printing_image'],['cool_stuff'],0.6666666666666666,7.4461538461538455,0.0027548209366391185
['tablets_printing_image'],['computers_accessories'],0.3333333333333333,4.745098039215686,0.0013774104683195593
['cool_stuff'],['furniture_decor'],0.06153846153846154,0.22008336491095112,0.005509641873278237
['cool_stuff'],['bed_bath_table'],0.15384615384615385,0.5641025641025642,0.013774104683195593
['cool_stuff'],['housewares'],0.015384615384615385,0.10950226244343891,0.0013774104683195593
['cool_stuff'],['baby'],0.3076923076923077,2.4019851116625315,0.027548209366391185
['cool_stuff'],['health_beauty'],0.03076923076923077,0.3191208791208791,0.0027548209366391185
['cool_stuff'],['sports_leisure'],0.015384615384615385,0.16670493685419058,0.0013774104683195593
['cool_stuff'],['watches_gifts'],0.03076923076923077,0.5584615384615385,0.0027548209366391185
['cool_stuff'],['tablets_printing_image'],0.03076923076923077,7.446153846153846,0.0027548209366391185
['cool_stuff'],['computers_accessories'],0.07692307692307693,1.0950226244343892,0.006887052341597796
['cool_stuff'],['toys'],0.1076923076923077,1.5636923076923077,0.009641873278236915
['cool_stuff'],['auto'],0.046153846153846156,0.9573626373626374,0.004132231404958678
['cool_stuff'],['telephony'],0.09230769230769231,2.482051282051282,0.008264462809917356
['cool_stuff'],['home_construction'],0.015384615384615385,0.42958579881656805,0.0013774104683195593
['cool_stuff'],['consoles_games'],0.015384615384615385,1.3961538461538463,0.0013774104683195593
['cool_stuff'],['construction_tools_safety'],0.03076923076923077,3.1912087912087914,0.0027548209366391185
['cool_stuff'],['books_general_interest'],0.015384615384615385,2.233846153846154,0.0013774104683195593
['cool_stuff'],['cine_photo'],0.015384615384615385,5.584615384615385,0.0013774104683195593
['books_general_interest'],['housewares'],0.2,1.423529411764706,0.0013774104683195593
['books_general_interest'],['baby'],0.2,1.5612903225806454,0.0013774104683195593
['books_general_interest'],['cool_stuff'],0.2,2.233846153846154,0.0013774104683195593
['books_general_interest'],['market_place'],0.4,24.2,0.0027548209366391185
['dvds_blu_ray'],['housewares'],0.5,3.5588235294117645,0.0013774104683195593
['dvds_blu_ray'],['computers_accessories'],0.5,7.117647058823529,0.0013774104683195593
"['housewares', 'furniture_decor']",['watches_gifts'],0.041666666666666664,0.75625,0.0013774104683195593
"['housewares', 'furniture_decor']",['home_construction'],0.041666666666666664,1.1634615384615383,0.0013774104683195593
['food_drink'],['housewares'],0.5,3.5588235294117645,0.0027548209366391185
['food_drink'],['sports_leisure'],0.5,5.4179104477611935,0.0027548209366391185
"['watches_gifts', 'furniture_decor']",['housewares'],0.14285714285714285,1.0168067226890756,0.0013774104683195593
['consoles_games'],['housewares'],0.125,0.8897058823529411,0.0013774104683195593
['consoles_games'],['sports_leisure'],0.125,1.3544776119402984,0.0013774104683195593
['consoles_games'],['cool_stuff'],0.125,1.396153846153846,0.0013774104683195593
['consoles_games'],['computers_accessories'],0.125,1.7794117647058822,0.0013774104683195593
['consoles_games'],['pet_shop'],0.125,9.075,0.0013774104683195593
['consoles_games'],['toys'],0.25,3.63,0.0027548209366391185
['consoles_games'],['auto'],0.125,2.592857142857143,0.0013774104683195593
['fixed_telephony'],['food'],0.5,45.375,0.0013774104683195593
['fixed_telephony'],['telephony'],0.5,13.444444444444445,0.0013774104683195593
['garden_tools'],['watches_gifts'],0.0273972602739726,0.4972602739726027,0.0027548209366391185
['garden_tools'],['stationery'],0.0273972602739726,0.6416261599646487,0.0027548209366391185
['garden_tools'],['electronics'],0.0136986301369863,0.4324002382370458,0.0013774104683195593
['garden_tools'],['construction_tools_construction'],0.0684931506849315,2.925060435132957,0.006887052341597796
['garden_tools'],['pet_shop'],0.0136986301369863,0.9945205479452054,0.0013774104683195593
['garden_tools'],['la_cuisine'],0.0136986301369863,4.972602739726027,0.0013774104683195593
['garden_tools'],['furniture_decor'],0.2328767123287671,0.8328497199541129,0.023415977961432508
['garden_tools'],['bed_bath_table'],0.0547945205479452,0.20091324200913244,0.005509641873278237
['garden_tools'],['housewares'],0.1506849315068493,1.0725221595487509,0.015151515151515152
['garden_tools'],['baby'],0.0547945205479452,0.4277507733097658,0.005509641873278237
['garden_tools'],['sports_leisure'],0.0410958904109589,0.4453077080351666,0.004132231404958678
['garden_tools'],['computers_accessories'],0.1232876712328767,1.7550362610797743,0.012396694214876033
['garden_tools'],['auto'],0.0273972602739726,0.5682974559686887,0.0027548209366391185
['garden_tools'],['telephony'],0.0136986301369863,0.3683409436834094,0.0013774104683195593
['garden_tools'],['home_construction'],0.0958904109589041,2.6775553213909378,0.009641873278236915
['garden_tools'],['construction_tools_lights'],0.0136986301369863,0.5525114155251141,0.0013774104683195593
['garden_tools'],['furniture_living_room'],0.0136986301369863,0.6630136986301369,0.0013774104683195593
['garden_tools'],['luggage_accessories'],0.0136986301369863,0.6630136986301369,0.0013774104683195593
['garden_tools'],['costruction_tools_garden'],0.0136986301369863,1.1050228310502281,0.0013774104683195593
['garden_tools'],['arts_and_craftmanship'],0.0136986301369863,4.972602739726027,0.0013774104683195593
['party_supplies'],['bed_bath_table'],1.0,3.666666666666667,0.0013774104683195593
"['cool_stuff', 'baby']",['bed_bath_table'],0.05,0.18333333333333335,0.0013774104683195593
['computers'],['furniture_decor'],1.0,3.576354679802956,0.0013774104683195593
['auto'],['electronics'],0.02857142857142857,0.901863354037267,0.0013774104683195593
['auto'],['construction_tools_construction'],0.08571428571428572,3.660504201680672,0.004132231404958678
['auto'],['drinks'],0.02857142857142857,2.5928571428571425,0.0013774104683195593
['auto'],['musical_instruments'],0.02857142857142857,2.963265306122449,0.0013774104683195593
['auto'],['home_comfort_2'],0.02857142857142857,10.37142857142857,0.0013774104683195593
['auto'],['christmas_supplies'],0.02857142857142857,20.74285714285714,0.0013774104683195593
['auto'],['furniture_decor'],0.05714285714285714,0.2043631245601689,0.0027548209366391185
['auto'],['bed_bath_table'],0.05714285714285714,0.20952380952380953,0.0027548209366391185
['auto'],['housewares'],0.05714285714285714,0.40672268907563025,0.0027548209366391185
['auto'],['baby'],0.05714285714285714,0.4460829493087558,0.0027548209366391185
['auto'],['garden_tools'],0.05714285714285714,0.5682974559686889,0.0027548209366391185
['auto'],['health_beauty'],0.02857142857142857,0.2963265306122449,0.0013774104683195593
['auto'],['sports_leisure'],0.08571428571428572,0.9287846481876333,0.004132231404958678
['auto'],['cool_stuff'],0.08571428571428572,0.9573626373626374,0.004132231404958678
['auto'],['computers_accessories'],0.14285714285714285,2.033613445378151,0.006887052341597796
['auto'],['watches_gifts'],0.02857142857142857,0.5185714285714286,0.0013774104683195593
['auto'],['telephony'],0.08571428571428572,2.3047619047619046,0.004132231404958678
['auto'],['luggage_accessories'],0.02857142857142857,1.3828571428571428,0.0013774104683195593
['auto'],['fashion_bags_accessories'],0.02857142857142857,1.8857142857142857,0.0013774104683195593
['auto'],['consoles_games'],0.02857142857142857,2.5928571428571425,0.0013774104683195593
['air_conditioning'],['sports_leisure'],0.5,5.4179104477611935,0.0013774104683195593
['air_conditioning'],['computers_accessories'],0.5,7.117647058823529,0.0013774104683195593
"['computers_accessories', 'sports_leisure']",['health_beauty'],0.3333333333333333,3.457142857142857,0.0013774104683195593
['construction_tools_safety'],['home_construction'],0.2857142857142857,7.978021978021977,0.0027548209366391185
['construction_tools_safety'],['bed_bath_table'],0.14285714285714285,0.5238095238095238,0.0013774104683195593
['construction_tools_safety'],['baby'],0.14285714285714285,1.1152073732718895,0.0013774104683195593
['construction_tools_safety'],['cool_stuff'],0.2857142857142857,3.191208791208791,0.0027548209366391185
['construction_tools_safety'],['computers_accessories'],0.14285714285714285,2.033613445378151,0.0013774104683195593
"['computers_accessories', 'health_beauty']",['sports_leisure'],1.0,10.835820895522387,0.0013774104683195593
"['pet_shop', 'sports_leisure']",['furniture_decor'],1.0,3.576354679802956,0.0013774104683195593
['fashio_female_clothing'],['fashion_sport'],1.0,363.0,0.0013774104683195593
"['home_construction', 'housewares']",['furniture_decor'],0.5,1.788177339901478,0.0013774104683195593
"['office_furniture', 'bed_bath_table']",['furniture_decor'],0.2,0.7152709359605912,0.0013774104683195593
['signaling_and_security'],['baby'],1.0,7.806451612903227,0.0013774104683195593
['fashion_shoes'],['baby'],1.0,7.806451612903227,0.0027548209366391185
['sports_leisure'],['cool_stuff'],0.014925373134328358,0.16670493685419058,0.0013774104683195593
['sports_leisure'],['watches_gifts'],0.07462686567164178,1.3544776119402984,0.006887052341597796
['sports_leisure'],['stationery'],0.014925373134328358,0.3495426095329802,0.0013774104683195593
['sports_leisure'],['perfumery'],0.04477611940298507,1.2502870264064292,0.004132231404958678
['sports_leisure'],['electronics'],0.014925373134328358,0.47112264763140815,0.0013774104683195593
['sports_leisure'],['office_furniture'],0.029850746268656716,1.4447761194029851,0.0027548209366391185
['sports_leisure'],['pet_shop'],0.014925373134328358,1.0835820895522388,0.0013774104683195593
['sports_leisure'],['food'],0.014925373134328358,1.3544776119402984,0.0013774104683195593
['sports_leisure'],['drinks'],0.029850746268656716,2.7089552238805967,0.0027548209366391185
['sports_leisure'],['small_appliances'],0.014925373134328358,1.8059701492537312,0.0013774104683195593
['sports_leisure'],['furniture_decor'],0.04477611940298507,0.16013528417028158,0.004132231404958678
['sports_leisure'],['bed_bath_table'],0.014925373134328358,0.05472636815920398,0.0013774104683195593
['sports_leisure'],['housewares'],0.16417910447761194,1.1685689201053555,0.015151515151515152
['sports_leisure'],['baby'],0.014925373134328358,0.11651420317766009,0.0013774104683195593
['sports_leisure'],['garden_tools'],0.04477611940298507,0.4453077080351666,0.004132231404958678
['sports_leisure'],['health_beauty'],0.208955223880597,2.1671641791044776,0.01928374655647383
['sports_leisure'],['computers_accessories'],0.04477611940298507,0.6374012291483757,0.004132231404958678
['sports_leisure'],['toys'],0.05970149253731343,0.866865671641791,0.005509641873278237
['sports_leisure'],['auto'],0.04477611940298507,0.9287846481876332,0.004132231404958678
['sports_leisure'],['construction_tools_lights'],0.04477611940298507,1.8059701492537312,0.004132231404958678
['sports_leisure'],['consoles_games'],0.014925373134328358,1.3544776119402984,0.0013774104683195593
['sports_leisure'],['food_drink'],0.029850746268656716,5.4179104477611935,0.0027548209366391185
['sports_leisure'],['cine_photo'],0.014925373134328358,5.4179104477611935,0.0013774104683195593
['sports_leisure'],['air_conditioning'],0.014925373134328358,5.4179104477611935,0.0013774104683195593
['food'],['bed_bath_table'],0.125,0.45833333333333337,0.0013774104683195593
['food'],['electronics'],0.125,3.9456521739130435,0.0013774104683195593
['food'],['health_beauty'],0.375,3.8892857142857142,0.004132231404958678
['food'],['sports_leisure'],0.125,1.3544776119402984,0.0013774104683195593
['food'],['pet_shop'],0.125,9.075,0.0013774104683195593
['food'],['fixed_telephony'],0.125,45.375,0.0013774104683195593
['drinks'],['housewares'],0.25,1.7794117647058822,0.0027548209366391185
['drinks'],['health_beauty'],0.375,3.8892857142857142,0.004132231404958678
['drinks'],['sports_leisure'],0.25,2.7089552238805967,0.0027548209366391185
['drinks'],['auto'],0.125,2.592857142857143,0.0013774104683195593
['fashion_sport'],['fashio_female_clothing'],0.5,363.0,0.0013774104683195593
['fashion_sport'],['fashion_bags_accessories'],0.5,33.0,0.0013774104683195593
['office_furniture'],['furniture_decor'],0.26666666666666666,0.9536945812807882,0.005509641873278237
['office_furniture'],['bed_bath_table'],0.3333333333333333,1.2222222222222223,0.006887052341597796
['office_furniture'],['furniture_living_room'],0.2,9.68,0.004132231404958678
['office_furniture'],['sports_leisure'],0.13333333333333333,1.4447761194029851,0.0027548209366391185
['office_furniture'],['computers_accessories'],0.06666666666666667,0.9490196078431372,0.0013774104683195593
['office_furniture'],['industry_commerce_and_business'],0.06666666666666667,12.1,0.0013774104683195593
['art'],['furniture_decor'],0.8333333333333334,2.980295566502463,0.006887052341597796
['art'],['stationery'],0.16666666666666666,3.9032258064516125,0.0013774104683195593
"['garden_tools', 'bed_bath_table']",['construction_tools_lights'],0.25,10.083333333333334,0.0013774104683195593
['market_place'],['furniture_decor'],0.25,0.894088669950739,0.004132231404958678
['market_place'],['bed_bath_table'],0.16666666666666666,0.6111111111111112,0.0027548209366391185
['market_place'],['housewares'],0.16666666666666666,1.1862745098039216,0.0027548209366391185
['market_place'],['health_beauty'],0.16666666666666666,1.7285714285714284,0.0027548209366391185
['market_place'],['perfumery'],0.08333333333333333,2.3269230769230766,0.0013774104683195593
['market_place'],['musical_instruments'],0.08333333333333333,8.642857142857142,0.0013774104683195593
['market_place'],['books_general_interest'],0.16666666666666666,24.2,0.0027548209366391185
"['computers_accessories', 'cool_stuff']",['home_construction'],0.2,5.584615384615385,0.0013774104683195593
['arts_and_craftmanship'],['garden_tools'],0.5,4.972602739726027,0.0013774104683195593
['arts_and_craftmanship'],['toys'],0.5,7.26,0.0013774104683195593
"['pet_shop', 'furniture_decor']",['sports_leisure'],0.5,5.4179104477611935,0.0013774104683195593
['toys'],['watches_gifts'],0.02,0.363,0.0013774104683195593
['toys'],['stationery'],0.12,2.810322580645161,0.008264462809917356
['toys'],['perfumery'],0.04,1.116923076923077,0.0027548209366391185
['toys'],['construction_tools_construction'],0.02,0.8541176470588235,0.0013774104683195593
['toys'],['musical_instruments'],0.02,2.0742857142857143,0.0013774104683195593
['toys'],['bed_bath_table'],0.04,0.14666666666666667,0.0027548209366391185
['toys'],['baby'],0.38,2.966451612903226,0.026170798898071626
['toys'],['health_beauty'],0.02,0.20742857142857143,0.0013774104683195593
['toys'],['sports_leisure'],0.08,0.8668656716417911,0.005509641873278237
['toys'],['cool_stuff'],0.14,1.5636923076923077,0.009641873278236915
['toys'],['telephony'],0.02,0.5377777777777778,0.0013774104683195593
['toys'],['furniture_living_room'],0.02,0.968,0.0013774104683195593
['toys'],['consoles_games'],0.04,3.63,0.0027548209366391185
['toys'],['kitchen_dining_laundry_garden_furniture'],0.02,2.42,0.0013774104683195593
['toys'],['arts_and_craftmanship'],0.02,7.26,0.0013774104683195593
['industry_commerce_and_business'],['furniture_decor'],0.5,1.788177339901478,0.0027548209366391185
['industry_commerce_and_business'],['housewares'],0.25,1.7794117647058822,0.0013774104683195593
['industry_commerce_and_business'],['office_furniture'],0.25,12.1,0.0013774104683195593
['la_cuisine'],['baby'],0.5,3.9032258064516134,0.0013774104683195593
['la_cuisine'],['garden_tools'],0.5,4.972602739726027,0.0013774104683195593
['costruction_tools_garden'],['books_technical'],0.1111111111111111,20.166666666666664,0.0013774104683195593
['costruction_tools_garden'],['flowers'],0.1111111111111111,40.33333333333333,0.0013774104683195593
['costruction_tools_garden'],['home_construction'],0.1111111111111111,3.102564102564102,0.0013774104683195593
['costruction_tools_garden'],['bed_bath_table'],0.2222222222222222,0.8148148148148149,0.0027548209366391185
['costruction_tools_garden'],['construction_tools_lights'],0.1111111111111111,4.481481481481481,0.0013774104683195593
['costruction_tools_garden'],['garden_tools'],0.1111111111111111,1.1050228310502281,0.0013774104683195593
['costruction_tools_garden'],['pet_shop'],0.1111111111111111,8.066666666666666,0.0013774104683195593
['costruction_tools_garden'],['telephony'],0.1111111111111111,2.9876543209876543,0.0013774104683195593
"['office_furniture', 'furniture_decor']",['bed_bath_table'],0.25,0.9166666666666667,0.0013774104683195593
"['perfumery', 'bed_bath_table']",['market_place'],1.0,60.5,0.0013774104683195593
['computers_accessories'],['watches_gifts'],0.0196078431372549,0.3558823529411765,0.0013774104683195593
['computers_accessories'],['stationery'],0.0392156862745098,0.9184060721062618,0.0027548209366391185
['computers_accessories'],['electronics'],0.09803921568627451,3.09462915601023,0.006887052341597796
['computers_accessories'],['construction_tools_construction'],0.0196078431372549,0.8373702422145328,0.0013774104683195593
['computers_accessories'],['office_furniture'],0.0196078431372549,0.9490196078431372,0.0013774104683195593
['computers_accessories'],['tablets_printing_image'],0.0196078431372549,4.745098039215686,0.0013774104683195593
